chr	Start	End	Deletion_Size
X 	 17582549 	 17582670 	 121
X	17584845 	 17586218 	 1373
X	17589720 	 17589787 	 67
X	17636096 	 17645201 	 9105
X 	 17663872 	 17663993 	 121
X	17664984 	 17665060 	 76
X	17687460 	 17687562 	 102
X	17712518 	 17713284 	 766
X 	 17719248 	 17719349 	 101
X 	 17744107 	 17744226 	 119
X	17756273 	 17756468 	 195
X	17765043 	 17779528 	 14485
X 	 17788196 	 17788288 	 92
X 	 17793395 	 17793446 	 51
X	17837755 	 17840879 	 3124
X	17848579 	 17849565 	 986
X 	 17866603 	 17866633 	 30
X 	 17879381 	 17879499 	 118
X	17898569 	 17898626 	 57
X 	 17905908 	 17905987 	 79
X	17913860 	 17918916 	 5056
X 	 17923795 	 17923842 	 47
X 	 17924178 	 17924238 	 60
X	17943298 	 17943489 	 191
X	17969583 	 17970309 	 726
X 	 17983867 	 17983991 	 124
X 	 17986012 	 17986114 	 102
X	17993270 	 17997889 	 4619
X	18011280 	 18018967 	 7687
X 	 18026633 	 18026738 	 105
X	18037460 	 18042909 	 5449
X 	 18059792 	 18059900 	 108
X	18066767 	 18066927 	 160
X	18095000 	 18096013 	 1013
X	18099755 	 18100513 	 758
X	18117366 	 18135404 	 18038
X 	 18159354 	 18159467 	 113
X	18164864 	 18164954 	 90
X	18190466 	 18190536 	 70
X	18210577 	 18218197 	 7620
X	18220977 	 18227666 	 6689
X	18261450 	 18275601 	 14151
X	18310817 	 18316132 	 5315
X	18336695 	 18344820 	 8125
X 	 18348774 	 18348894 	 120
X	18367051 	 18367116 	 65
X	18373227 	 18373648 	 421
X	18374290 	 18383160 	 8870
X 	 18386261 	 18386367 	 106
X	18440580 	 18441799 	 1219
X 	 18463127 	 18463228 	 101
X 	 18463350 	 18463472 	 122
X 	 18469185 	 18469299 	 114
X 	 18514705 	 18514802 	 97
X 	 18546378 	 18546459 	 81
X 	 18546643 	 18546689 	 46
X 	 18547805 	 18547892 	 87
X 	 18590976 	 18591088 	 112
X	18608944 	 18609971 	 1027
X	18619856 	 18620080 	 224
X	18622882 	 18622960 	 78
X 	 18629704 	 18629820 	 116
X	18631903 	 18631950 	 47
X 	 18666510 	 18666627 	 117
X	18678993 	 18699968 	 20975
X 	 18700367 	 18700468 	 101
X	18747250 	 18747301 	 51
X 	 18771933 	 18771991 	 58
X	18775698 	 18777578 	 1880
X 	 18810484 	 18810582 	 98
X	18832351 	 18867574 	 35223
X 	 18868190 	 18868226 	 36
X 	 18872371 	 18872461 	 90
X	18894102 	 18894326 	 224
X 	 18896023 	 18896147 	 124
X 	 18922256 	 18922370 	 114
X 	 18942797 	 18942907 	 110
X 	 18958635 	 18958739 	 104
X	18969704 	 18975256 	 5552
X 	 18991109 	 18991222 	 113
X	19036827 	 19037022 	 195
X	19051137 	 19052225 	 1088
X	19053944 	 19054995 	 1051
X 	 19059120 	 19059151 	 31
X 	 19070700 	 19070796 	 96
X	19085974 	 19086426 	 452
X	19088672 	 19089529 	 857
X	19091971 	 19095596 	 3625
X 	 19122841 	 19122955 	 114
X 	 19138010 	 19138124 	 114
X	19170429 	 19171631 	 1202
X	19179459 	 19181206 	 1747
X	19205597 	 19209244 	 3647
X	19221296 	 19236617 	 15321
X 	 19269460 	 19269560 	 100
X 	 19333659 	 19333770 	 111
X	19341939 	 19362516 	 20577
X 	 19433053 	 19433084 	 31
X 	 19451401 	 19451453 	 52
X 	 19451828 	 19451904 	 76
X	19452961 	 19456695 	 3734
X	19457385 	 19458648 	 1263
X 	 19478338 	 19478460 	 122
X 	 19488839 	 19488961 	 122
X 	 19507476 	 19507598 	 122
X	19523832 	 19525591 	 1759
X	19526526 	 19527806 	 1280
X	19528478 	 19545227 	 16749
X	19553287 	 19554139 	 852
X	19554661 	 19555102 	 441
X 	 19555566 	 19555677 	 111
X 	 19561936 	 19562043 	 107
X	19571908 	 19572566 	 658
X	19585502 	 19585813 	 311
X	19612457 	 19618688 	 6231
X	19620470 	 19620792 	 322
X	19640020 	 19644293 	 4273
X	19703963 	 19704195 	 232
X	19708809 	 19709118 	 309
X	19713496 	 19713546 	 50
X	19722152 	 19740699 	 18547
X	19747399 	 19751253 	 3854
X 	 19763537 	 19763641 	 104
X	19764183 	 19764327 	 144
X	19773292 	 19783933 	 10641
X 	 19801689 	 19801772 	 83
X 	 19807163 	 19807287 	 124
X	19817068 	 19821631 	 4563
X 	 19834265 	 19834386 	 121
X	19861751 	 19861831 	 80
X	19867669 	 19873131 	 5462
X 	 19874331 	 19874454 	 123
X	19878387 	 19883850 	 5463
X 	 19897253 	 19897309 	 56
X 	 19912457 	 19912527 	 70
X 	 19921258 	 19921345 	 87
X 	 19927897 	 19928014 	 117
X 	 19930821 	 19930926 	 105
X 	 19943500 	 19943600 	 100
X 	 19947126 	 19947241 	 115
X 	 19951859 	 19951899 	 40
X 	 19952711 	 19952748 	 37
X 	 19956594 	 19956717 	 123
X 	 19957366 	 19957482 	 116
X 	 19957805 	 19957895 	 90
X	19961439 	 19962307 	 868
X	19996632 	 20000526 	 3894
X	20010097 	 20010482 	 385
X 	 20041869 	 20041911 	 42
X	20043147 	 20044582 	 1435
X 	 20065072 	 20065179 	 107
X 	 20069202 	 20069242 	 40
X 	 20083829 	 20083867 	 38
X 	 20102192 	 20102316 	 124
X	20104806 	 20105565 	 759
X	20109756 	 20114299 	 4543
X	20129292 	 20129450 	 158
X 	 20147224 	 20147325 	 101
X	20171057 	 20172331 	 1274
X 	 20181190 	 20181264 	 74
X 	 20184138 	 20184208 	 70
X	20184345 	 20185160 	 815
X 	 20188150 	 20188206 	 56
X 	 20192889 	 20192987 	 98
X 	 20199580 	 20199653 	 73
X	20207377 	 20207482 	 105
X 	 20212147 	 20212259 	 112
X 	 20218937 	 20218990 	 53
X 	 20219861 	 20219911 	 50
X 	 20223667 	 20223743 	 76
X 	 20226672 	 20226763 	 91
X 	 20228647 	 20228741 	 94
X	20238354 	 20240683 	 2329
X	20247490 	 20250319 	 2829
X	20262065 	 20265916 	 3851
X 	 20292667 	 20292704 	 37
X 	 20302555 	 20302611 	 56
X 	 20302959 	 20303004 	 45
X 	 20336556 	 20336674 	 118
X	20369429 	 20374795 	 5366
X 	 20387100 	 20387149 	 49
X	20388951 	 20391266 	 2315
X	20393004 	 20393494 	 490
X 	 20447218 	 20447337 	 119
X	20450552 	 20468545 	 17993
X	20471687 	 20471853 	 166
X	20472433 	 20494270 	 21837
X	20509482 	 20510088 	 606
X	20515230 	 20516274 	 1044
X	20538372 	 20543197 	 4825
X	20544071 	 20545598 	 1527
X 	 20577968 	 20578089 	 121
X	20593498 	 20596495 	 2997
X 	 20597454 	 20597576 	 122
X	20664345 	 20667235 	 2890
X	20739728 	 20746139 	 6411
X 	 20767139 	 20767234 	 95
X	20782327 	 20786092 	 3765
X	20796476 	 20798683 	 2207
X 	 20800222 	 20800345 	 123
X	20813473 	 20813539 	 66
X	20816249 	 20819848 	 3599
X 	 20822309 	 20822431 	 122
X	20824320 	 20824405 	 85
X	20833632 	 20833952 	 320
X 	 20841900 	 20842023 	 123
X	20932659 	 20940486 	 7827
X	20948991 	 20950388 	 1397
X 	 20962580 	 20962611 	 31
X 	 20973317 	 20973430 	 113
X 	 20987520 	 20987641 	 121
X	20996115 	 20997127 	 1012
X 	 21028027 	 21028141 	 114
X	21033621 	 21034036 	 415
X 	 21097374 	 21097442 	 68
X	21112963 	 21113627 	 664
X	21114221 	 21127433 	 13212
X 	 21132425 	 21132472 	 47
X 	 21132654 	 21132734 	 80
X 	 21172255 	 21172376 	 121
X	21208007 	 21216941 	 8934
X 	 21261083 	 21261199 	 116
X	21281071 	 21281436 	 365
X 	 21286379 	 21286496 	 117
X	21290818 	 21293422 	 2604
X 	 21329627 	 21329746 	 119
X	21384470 	 21390195 	 5725
X	21404511 	 21405190 	 679
X	21412796 	 21413061 	 265
X 	 21430385 	 21430472 	 87
X 	 21460296 	 21460417 	 121
X 	 21463252 	 21463363 	 111
X 	 21463713 	 21463756 	 43
X 	 21478793 	 21478913 	 120
X 	 21526735 	 21526807 	 72
X 	 21567547 	 21567668 	 121
X 	 21571930 	 21572051 	 121
X	21577104 	 21577394 	 290
X 	 21610321 	 21610398 	 77
X 	 21610745 	 21610867 	 122
X 	 21612319 	 21612434 	 115
X 	 21616837 	 21616887 	 50
X 	 21618402 	 21618526 	 124
X 	 21625282 	 21625367 	 85
X 	 21631369 	 21631411 	 42
X 	 21669894 	 21670014 	 120
X 	 21672576 	 21672635 	 59
X 	 21672657 	 21672766 	 109
X 	 21684029 	 21684064 	 35
X 	 21686437 	 21686482 	 45
X 	 21695469 	 21695529 	 60
X 	 21699609 	 21699669 	 60
X 	 21709706 	 21709775 	 69
X 	 21737068 	 21737143 	 75
X 	 21753172 	 21753204 	 32
X 	 21763145 	 21763185 	 40
X	21796184 	 21796436 	 252
X 	 21798112 	 21798166 	 54
X 	 21805799 	 21805849 	 50
X 	 21808895 	 21808995 	 100
X 	 21813243 	 21813359 	 116
X 	 21813448 	 21813556 	 108
X 	 21817359 	 21817439 	 80
X 	 21817623 	 21817736 	 113
X 	 21819768 	 21819882 	 114
X 	 21837999 	 21838121 	 122
X 	 21844474 	 21844569 	 95
X 	 21848444 	 21848483 	 39
X 	 21854374 	 21854465 	 91
X 	 21856024 	 21856060 	 36
X 	 21859591 	 21859669 	 78
X 	 21872432 	 21872507 	 75
X	21907215 	 21907315 	 100
X 	 21921757 	 21921869 	 112
X 	 21923810 	 21923907 	 97
X	21961246 	 21962000 	 754
X 	 21966825 	 21966868 	 43
X 	 21979216 	 21979258 	 42
X 	 21996342 	 21996415 	 73
X 	 22008051 	 22008120 	 69
X 	 22014854 	 22014975 	 121
X 	 22027176 	 22027230 	 54
X 	 22031759 	 22031877 	 118
X 	 22040652 	 22040712 	 60
X 	 22062946 	 22063041 	 95
X 	 22064959 	 22065060 	 101
X 	 22086950 	 22086986 	 36
X 	 22094823 	 22094866 	 43
X 	 22098320 	 22098351 	 31
X 	 22101013 	 22101096 	 83
X 	 22118461 	 22118528 	 67
X 	 22120132 	 22120236 	 104
X 	 22135648 	 22135735 	 87
X 	 22142343 	 22142466 	 123
X 	 22157379 	 22157455 	 76
X 	 22158211 	 22158261 	 50
X 	 22169680 	 22169798 	 118
X 	 22182711 	 22182797 	 86
X 	 22187531 	 22187580 	 49
X 	 22192399 	 22192522 	 123
X 	 22198828 	 22198905 	 77
X 	 22204805 	 22204925 	 120
X 	 22204952 	 22205044 	 92
X 	 22218341 	 22218381 	 40
X 	 22219538 	 22219646 	 108
X 	 22226699 	 22226765 	 66
X 	 22248632 	 22248692 	 60
X 	 22250511 	 22250622 	 111
X	22257620 	 22259551 	 1931
X 	 22260654 	 22260749 	 95
X 	 22262945 	 22263026 	 81
X 	 22263804 	 22263893 	 89
X 	 22266864 	 22266955 	 91
X 	 22269806 	 22269889 	 83
X 	 22281148 	 22281227 	 79
X 	 22281842 	 22281890 	 48
X 	 22314923 	 22314984 	 61
X 	 22353535 	 22353651 	 116
X 	 22354202 	 22354228 	 26
X 	 22357299 	 22357320 	 21
X 	 22357483 	 22357606 	 123
X 	 22366734 	 22366832 	 98
X 	 22370927 	 22371040 	 113
X 	 22371810 	 22371888 	 78
X 	 22377297 	 22377368 	 71
X 	 22383608 	 22383663 	 55
X 	 22390180 	 22390244 	 64
X 	 22396866 	 22396928 	 62
X 	 22397853 	 22397977 	 124
X 	 22407044 	 22407131 	 87
X 	 22421636 	 22421734 	 98
X 	 22440283 	 22440354 	 71
X	22493436 	 22493520 	 84
X 	 22512345 	 22512459 	 114
X	22518372 	 22519140 	 768
X 	 22552335 	 22552448 	 113
X 	 22567444 	 22567499 	 55
X	22580070 	 22585397 	 5327
X	22603203 	 22606683 	 3480
X	22656481 	 22657908 	 1427
X	22670171 	 22675625 	 5454
X 	 22681553 	 22681628 	 75
X	22694151 	 22695056 	 905
X 	 22699059 	 22699152 	 93
X 	 22699799 	 22699889 	 90
X 	 22700154 	 22700275 	 121
X 	 22704275 	 22704312 	 37
X	22725659 	 22728015 	 2356
X	22735182 	 22739616 	 4434
X 	 22755287 	 22755392 	 105
X	22794666 	 22807401 	 12735
X 	 22822047 	 22822168 	 121
X 	 22843488 	 22843609 	 121
X	22870638 	 22872126 	 1488
X 	 22887477 	 22887579 	 102
X	22908440 	 22908945 	 505
X	22918398 	 22924345 	 5947
X 	 22939603 	 22939724 	 121
X 	 22944349 	 22944461 	 112
X 	 22951506 	 22951549 	 43
X 	 22970819 	 22970922 	 103
X 	 22981362 	 22981483 	 121
X 	 22990458 	 22990577 	 119
X 	 22997972 	 22998028 	 56
X 	 23000502 	 23000623 	 121
X 	 23004871 	 23004987 	 116
X 	 23016464 	 23016572 	 108
X	23042316 	 23047834 	 5518
X 	 23080965 	 23081068 	 103
X	23099472 	 23101861 	 2389
X 	 23110505 	 23110597 	 92
X 	 23110978 	 23111013 	 35
X 	 23127063 	 23127154 	 91
X 	 23129410 	 23129446 	 36
X 	 23150374 	 23150440 	 66
X 	 23165124 	 23165242 	 118
X	23180084 	 23180133 	 49
X	23194961 	 23195060 	 99
X 	 23210079 	 23210171 	 92
X 	 23220585 	 23220641 	 56
X 	 23223627 	 23223733 	 106
X 	 23252255 	 23252285 	 30
X 	 23261552 	 23261655 	 103
X 	 23269505 	 23269573 	 68
X 	 23269757 	 23269825 	 68
X 	 23270389 	 23270510 	 121
X	23277970 	 23278034 	 64
X 	 23279588 	 23279653 	 65
X 	 23279709 	 23279770 	 61
X 	 23284187 	 23284230 	 43
X	23286494 	 23287958 	 1464
X	23321165 	 23321265 	 100
X	23321957 	 23322109 	 152
X 	 23331932 	 23331998 	 66
X 	 23341713 	 23341766 	 53
X 	 23356448 	 23356567 	 119
X 	 23374153 	 23374203 	 50
X 	 23430473 	 23430580 	 107
X 	 23433169 	 23433288 	 119
X 	 23434500 	 23434614 	 114
X	23439250 	 23457474 	 18224
X 	 23467156 	 23467229 	 73
X 	 23469382 	 23469421 	 39
X 	 23473821 	 23473918 	 97
X 	 23474638 	 23474731 	 93
X 	 23475360 	 23475394 	 34
X 	 23479380 	 23479412 	 32
X 	 23480428 	 23480460 	 32
X 	 23511917 	 23511961 	 44
X 	 23513591 	 23513649 	 58
X 	 23519205 	 23519245 	 40
X	23534534 	 23534913 	 379
X 	 23534915 	 23534989 	 74
X 	 23541638 	 23541714 	 76
Y 	 8990 	 9096 	 106
Y	14338 	 14441 	 103
Y 	 18419 	 18463 	 44
Y	22086 	 22647 	 561
Y	25521 	 27583 	 2062
Y 	 37441 	 37544 	 103
Y	61112 	 70202 	 9090
Y 	 71178 	 71222 	 44
Y 	 75744 	 75826 	 82
Y 	 77103 	 77202 	 99
Y	84294 	 85609 	 1315
Y 	 87301 	 87411 	 110
Y 	 88784 	 88822 	 38
Y 	 90123 	 90199 	 76
Y 	 90402 	 90516 	 114
Y	92562 	 92935 	 373
Y	103137 	 104025 	 888
Y 	 104981 	 105102 	 121
Y 	 110967 	 111049 	 82
Y 	 117217 	 117253 	 36
Y 	 124067 	 124109 	 42
Y 	 126516 	 126616 	 100
Y 	 137630 	 137652 	 22
Y 	 138551 	 138584 	 33
Y 	 148990 	 149022 	 32
Y 	 186395 	 186511 	 116
Y 	 200838 	 200877 	 39
Y 	 219853 	 219909 	 56
Y 	 220504 	 220624 	 120
Y 	 223581 	 223652 	 71
Y 	 234424 	 234471 	 47
Y 	 238611 	 238682 	 71
Y 	 239854 	 239939 	 85
Y	240352 	 240852 	 500
Y	247539 	 254397 	 6858
Y 	 257132 	 257202 	 70
Y 	 268057 	 268114 	 57
Y 	 282669 	 282788 	 119
Y 	 285227 	 285301 	 74
Y	288956 	 290897 	 1941
Y	305267 	 309612 	 4345
Y 	 334590 	 334646 	 56
Y	340980 	 345817 	 4837
Y	349831 	 349904 	 73
Y 	 350236 	 350282 	 46
Y	352081 	 352832 	 751
Y 	 352857 	 352903 	 46
Y 	 352972 	 353072 	 100
Y 	 353482 	 353574 	 92
Y 	 364770 	 364826 	 56
Y 	 372044 	 372115 	 71
Y 	 376081 	 376151 	 70
Y 	 376209 	 376332 	 123
Y 	 404660 	 404728 	 68
Y 	 409412 	 409534 	 122
Y 	 416165 	 416256 	 91
Y 	 417003 	 417052 	 49
Y 	 418525 	 418645 	 120
Y 	 418991 	 419098 	 107
Y 	 423414 	 423534 	 120
Y 	 449922 	 450037 	 115
Y 	 452169 	 452232 	 63
Y 	 453248 	 453295 	 47
Y	463563 	 472602 	 9039
Y 	 473665 	 473698 	 33
Y 	 478469 	 478583 	 114
Y 	 478854 	 478954 	 100
Y 	 479336 	 479455 	 119
Y 	 497091 	 497185 	 94
Y	522151 	 530151 	 8000
Y	531415 	 535415 	 4000
Y 	 542284 	 542319 	 35
Y 	 555982 	 556073 	 91
Y	557868 	 557968 	 100
Y 	 562010 	 562047 	 37
Y 	 564077 	 564137 	 60
Y	564811 	 572811 	 8000
Y 	 581757 	 581855 	 98
Y	582268 	 582368 	 100
Y 	 583058 	 583149 	 91
Y	591887 	 597788 	 5901
Y 	 599045 	 599090 	 45
Y 	 605614 	 605662 	 48
Y 	 606544 	 606583 	 39
Y 	 608910 	 608992 	 82
Y	610682 	 613459 	 2777
Y 	 628542 	 628600 	 58
Y 	 633005 	 633025 	 20
Y 	 641299 	 641403 	 104
Y 	 650490 	 650521 	 31
Y 	 650603 	 650622 	 19
Y 	 652773 	 652830 	 57
Y 	 652949 	 653039 	 90
Y	656009 	 656109 	 100
Y 	 671797 	 671898 	 101
Y	692673 	 697894 	 5221
Y 	 715060 	 715166 	 106
Y 	 741675 	 741763 	 88
Y 	 744629 	 744749 	 120
Y 	 744952 	 745000 	 48
Y 	 758326 	 758384 	 58
Y 	 767548 	 767621 	 73
Y 	 788996 	 789082 	 86
Y 	 794431 	 794490 	 59
Y 	 812034 	 812127 	 93
Y	823369 	 835020 	 11651
Y	840115 	 841351 	 1236
Y	846040 	 846140 	 100
Y	846883 	 846988 	 105
Y 	 847161 	 847193 	 32
Y 	 847681 	 847717 	 36
Y	848447 	 848547 	 100
Y 	 849555 	 849638 	 83
Y	851144 	 851578 	 434
Y 	 852195 	 852256 	 61
Y 	 852633 	 852746 	 113
Y	853437 	 853537 	 100
Y 	 855253 	 855305 	 52
Y 	 856083 	 856190 	 107
Y 	 856692 	 856797 	 105
Y 	 857927 	 857952 	 25
Y 	 858128 	 858181 	 53
Y 	 858681 	 858779 	 98
Y 	 859511 	 859570 	 59
Y 	 861425 	 861483 	 58
Y 	 862552 	 862598 	 46
Y 	 866635 	 866737 	 102
Y 	 867644 	 867748 	 104
Y	868643 	 868743 	 100
Y 	 872557 	 872579 	 22
Y 	 874040 	 874084 	 44
Y	877729 	 877829 	 100
Y	879601 	 879701 	 100
Y 	 880937 	 880964 	 27
Y 	 882211 	 882253 	 42
Y	883396 	 883496 	 100
Y 	 886844 	 886869 	 25
Y	887762 	 887876 	 114
Y	889656 	 889756 	 100
Y 	 893343 	 893417 	 74
Y 	 895658 	 895682 	 24
Y 	 896232 	 896296 	 64
Y 	 899871 	 899967 	 96
Y 	 904736 	 904758 	 22
Y 	 907687 	 907776 	 89
Y 	 908914 	 908968 	 54
Y 	 909198 	 909264 	 66
Y 	 909462 	 909531 	 69
Y	914301 	 914401 	 100
Y	916337 	 916437 	 100
Y	922041 	 922141 	 100
Y	924135 	 924235 	 100
Y 	 925688 	 925807 	 119
Y 	 927499 	 927554 	 55
Y 	 929266 	 929368 	 102
Y	931732 	 931832 	 100
Y	933309 	 933409 	 100
Y 	 936509 	 936588 	 79
Y	939566 	 939666 	 100
Y	942020 	 942120 	 100
Y 	 942123 	 942176 	 53
Y 	 943492 	 943584 	 92
Y 	 946400 	 946520 	 120
Y	947403 	 947503 	 100
Y 	 947777 	 947897 	 120
Y	948654 	 948754 	 100
Y 	 951172 	 951208 	 36
Y 	 952428 	 952498 	 70
Y 	 955379 	 955434 	 55
Y 	 958163 	 958208 	 45
Y	959383 	 959483 	 100
Y	960542 	 968542 	 8000
Y 	 970014 	 970063 	 49
Y 	 976178 	 976276 	 98
Y	977521 	 977621 	 100
Y 	 979529 	 979579 	 50
Y 	 980837 	 980897 	 60
Y 	 983072 	 983135 	 63
Y 	 985281 	 985327 	 46
Y	986927 	 987027 	 100
Y	988093 	 988193 	 100
Y 	 993200 	 993320 	 120
Y	995840 	 995940 	 100
Y 	 998782 	 998890 	 108
Y 	 1000373 	 1000430 	 57
Y 	 1004739 	 1004786 	 47
Y	1009359 	 1011071 	 1712
Y	1014100 	 1014200 	 100
Y	1019730 	 1019830 	 100
Y 	 1029637 	 1029671 	 34
Y 	 1032902 	 1032946 	 44
Y 	 1039182 	 1039258 	 76
Y 	 1039455 	 1039576 	 121
Y 	 1040281 	 1040321 	 40
Y 	 1042504 	 1042549 	 45
Y	1053927 	 1054027 	 100
Y 	 1057634 	 1057734 	 100
Y 	 1058289 	 1058370 	 81
Y 	 1065778 	 1065823 	 45
Y 	 1101915 	 1101982 	 67
Y	1104346 	 1121066 	 16720
Y 	 1133560 	 1133608 	 48
Y 	 1134546 	 1134580 	 34
Y 	 1143729 	 1143841 	 112
Y 	 1151171 	 1151288 	 117
Y 	 1162944 	 1163005 	 61
Y 	 1171228 	 1171302 	 74
Y 	 1178961 	 1179016 	 55
Y 	 1183237 	 1183298 	 61
Y 	 1185072 	 1185154 	 82
Y 	 1194123 	 1194188 	 65
Y 	 1199680 	 1199793 	 113
Y 	 1204094 	 1204208 	 114
Y 	 1204756 	 1204830 	 74
Y	1215120 	 1215220 	 100
Y 	 1229375 	 1229441 	 66
Y 	 1237402 	 1237462 	 60
Y 	 1239626 	 1239714 	 88
Y 	 1257737 	 1257855 	 118
Y 	 1265122 	 1265209 	 87
Y 	 1267661 	 1267699 	 38
Y 	 1270867 	 1270977 	 110
Y 	 1274316 	 1274364 	 48
Y 	 1284261 	 1284291 	 30
Y 	 1284981 	 1285057 	 76
Y 	 1301833 	 1301946 	 113
Y 	 1314210 	 1314320 	 110
Y 	 1315859 	 1315975 	 116
Y 	 1332854 	 1332955 	 101
Y 	 1337130 	 1337211 	 81
Y 	 1338743 	 1338865 	 122
Y 	 1361272 	 1361340 	 68
Y 	 1384565 	 1384597 	 32
Y 	 1404153 	 1404276 	 123
Y 	 1404446 	 1404560 	 114
Y 	 1414112 	 1414200 	 88
Y 	 1416943 	 1417060 	 117
Y	1420194 	 1424305 	 4111
Y 	 1426794 	 1426852 	 58
Y	1457079 	 1457761 	 682
Y	1467271 	 1469425 	 2154
Y 	 1479374 	 1479438 	 64
Y	1479774 	 1479897 	 123
Y 	 1498154 	 1498214 	 60
Y 	 1506337 	 1506402 	 65
Y 	 1509391 	 1509491 	 100
Y 	 1518276 	 1518371 	 95
Y 	 1524679 	 1524721 	 42
Y 	 1526938 	 1526982 	 44
Y 	 1527697 	 1527781 	 84
Y 	 1531864 	 1531951 	 87
Y 	 1534803 	 1534864 	 61
Y 	 1537509 	 1537561 	 52
Y 	 1538375 	 1538416 	 41
Y 	 1544124 	 1544246 	 122
Y	1557037 	 1557424 	 387
Y 	 1596347 	 1596409 	 62
Y 	 1597709 	 1597828 	 119
Y 	 1606459 	 1606577 	 118
Y 	 1617466 	 1617588 	 122
Y 	 1617692 	 1617808 	 116
Y 	 1618781 	 1618846 	 65
Y 	 1635907 	 1636013 	 106
Y 	 1638303 	 1638370 	 67
Y 	 1642156 	 1642230 	 74
Y 	 1642389 	 1642435 	 46
Y 	 1642683 	 1642708 	 25
Y 	 1655457 	 1655521 	 64
Y	1657658 	 1657758 	 100
Y	1664050 	 1664150 	 100
Y 	 1665509 	 1665623 	 114
Y 	 1667438 	 1667562 	 124
Y 	 1718536 	 1718628 	 92
Y 	 1719549 	 1719663 	 114
Y 	 1722009 	 1722099 	 90
Y 	 1723513 	 1723572 	 59
Y	1738316 	 1738463 	 147
Y 	 1739446 	 1739567 	 121
Y 	 1747111 	 1747133 	 22
Y	1748407 	 1748507 	 100
Y 	 1749657 	 1749730 	 73
Y	1751308 	 1751461 	 153
Y 	 1754747 	 1754863 	 116
Y 	 1760156 	 1760261 	 105
Y 	 1762692 	 1762729 	 37
Y 	 1765214 	 1765288 	 74
Y 	 1769800 	 1769872 	 72
Y 	 1779215 	 1779270 	 55
Y 	 1781968 	 1782041 	 73
Y	1786333 	 1788615 	 2282
Y 	 1815955 	 1816040 	 85
Y 	 1821760 	 1821875 	 115
Y 	 1829407 	 1829499 	 92
Y 	 1831269 	 1831344 	 75
Y 	 1832072 	 1832175 	 103
Y 	 1835161 	 1835195 	 34
Y 	 1839387 	 1839507 	 120
Y 	 1846250 	 1846362 	 112
Y 	 1850883 	 1850992 	 109
Y	1863376 	 1864377 	 1001
Y 	 1869930 	 1870045 	 115
Y 	 1874295 	 1874419 	 124
Y	1883803 	 1884314 	 511
Y 	 1889345 	 1889348 	 3
Y 	 1891520 	 1891630 	 110
Y 	 1896688 	 1896801 	 113
Y 	 1909223 	 1909328 	 105
Y 	 1913436 	 1913550 	 114
Y	1920965 	 1921371 	 406
Y 	 1921945 	 1922018 	 73
Y 	 1930145 	 1930239 	 94
Y 	 1933767 	 1933881 	 114
Y 	 1936836 	 1936877 	 41
Y 	 1943700 	 1943804 	 104
Y	1962863 	 1962921 	 58
Y 	 1971014 	 1971120 	 106
Y 	 1975093 	 1975125 	 32
Y 	 1985340 	 1985462 	 122
Y 	 1987475 	 1987555 	 80
Y 	 2004852 	 2004934 	 82
Y 	 2023003 	 2023043 	 40
Y 	 2082018 	 2082080 	 62
Y 	 2085020 	 2085140 	 120
Y	2086956 	 2087056 	 100
Y 	 2089245 	 2089283 	 38
Y 	 2090221 	 2090292 	 71
Y 	 2094531 	 2094586 	 55
Y 	 2102564 	 2102599 	 35
Y 	 2107863 	 2107914 	 51
Y 	 2133207 	 2133283 	 76
Y 	 2165534 	 2165646 	 112
Y 	 2169845 	 2169964 	 119
Y 	 2171488 	 2171529 	 41
Y 	 2183495 	 2183594 	 99
Y 	 2198657 	 2198778 	 121
Y 	 2199449 	 2199559 	 110
Y 	 2227384 	 2227437 	 53
Y 	 2229611 	 2229730 	 119
Y 	 2236563 	 2236609 	 46
Y 	 2242350 	 2242471 	 121
Y 	 2261613 	 2261649 	 36
Y 	 2267350 	 2267461 	 111
Y 	 2273219 	 2273332 	 113
Y 	 2285062 	 2285135 	 73
Y 	 2287181 	 2287236 	 55
Y 	 2302132 	 2302221 	 89
Y 	 2337012 	 2337060 	 48
Y 	 2358678 	 2358795 	 117
Y 	 2368735 	 2368820 	 85
Y	2393415 	 2393593 	 178
Y 	 2404988 	 2405025 	 37
Y 	 2411975 	 2412049 	 74
Y 	 2415442 	 2415473 	 31
Y	2423783 	 2423883 	 100
Y 	 2433316 	 2433422 	 106
Y	2434904 	 2435104 	 200
Y	2436405 	 2436605 	 200
Y 	 2446897 	 2447004 	 107
Y 	 2447406 	 2447527 	 121
Y	2457096 	 2458843 	 1747
Y 	 2463964 	 2464061 	 97
Y 	 2469852 	 2469930 	 78
Y 	 2469981 	 2470029 	 48
Y 	 2478154 	 2478275 	 121
Y 	 2483155 	 2483233 	 78
Y 	 2486221 	 2486343 	 122
Y 	 2489514 	 2489562 	 48
Y 	 2496220 	 2496281 	 61
Y 	 2499921 	 2500042 	 121
Y 	 2513923 	 2513970 	 47
Y 	 2515226 	 2515338 	 112
Y 	 2515762 	 2515801 	 39
Y 	 2524583 	 2524658 	 75
Y 	 2531538 	 2531593 	 55
Y 	 2540745 	 2540808 	 63
Y 	 2542488 	 2542596 	 108
Y 	 2543614 	 2543694 	 80
Y 	 2552888 	 2552948 	 60
Y 	 2554308 	 2554407 	 99
Y 	 2555757 	 2555828 	 71
Y 	 2570515 	 2570581 	 66
